id,name,fuel,capex,fom,vom,lifetime,discount_rate,heat_rate_base,heat_rate_incr,unit_size,node,max_build,min_build,initial_capacity,line,unit_type,is_flexible,scenarios,near_optimum,range_group
135,CHE_onsw,wind,1041,45,0,25,0.07,0,0,0.001,CHE,51.2322,0,0,onsw_connection,onsw,FALSE,7percent,FALSE,
136,CYP_onsw,wind,1041,38,0,25,0.07,0,0,0.001,CYP,24.7058,0,0,onsw_connection,onsw,FALSE,7percent,FALSE,
137,CZE_onsw,wind,1041,45,0,25,0.07,0,0,0.001,CZE,412.4115,0,0,onsw_connection,onsw,FALSE,7percent,FALSE,
138,DEU_onsw,wind,1041,53,0,25,0.07,0,0,0.001,DEU,1501.1084,0,0,onsw_connection,onsw,FALSE,7percent,FALSE,
139,DNK_onsw,wind,1041,40,0,25,0.07,0,0,0.001,DNK,161.6938,0,0,onsw_connection,onsw,FALSE,7percent,FALSE,
140,ESP_onsw,wind,1041,45,0,25,0.07,0,0,0.001,ESP,2798.5452,0,0,onsw_connection,onsw,FALSE,7percent,FALSE,
141,EST_onsw,wind,1041,45,0,25,0.07,0,0,0.001,EST,275.0268,0,0,onsw_connection,onsw,FALSE,7percent,FALSE,
142,FIN_onsw,wind,1041,45,0,25,0.07,0,0,0.001,FIN,2227.6338,0,0,onsw_connection,onsw,FALSE,7percent,FALSE,
143,FRA_onsw,wind,1041,53,0,25,0.07,0,0,0.001,FRA,2242.1652,0,0,onsw_connection,onsw,FALSE,7percent,FALSE,
144,GBR_onsw,wind,1041,41,0,25,0.07,0,0,0.001,GBR,1158.529,0,0,onsw_connection,onsw,FALSE,7percent,FALSE,
145,GRC_onsw,wind,1041,45,0,25,0.07,0,0,0.001,GRC,513.0074,0,0,onsw_connection,onsw,FALSE,7percent,FALSE,
146,HRV_onsw,wind,1041,38,0,25,0.07,0,0,0.001,HRV,256.1394,0,0,onsw_connection,onsw,FALSE,7percent,FALSE,
147,HUN_onsw,wind,1041,45,0,25,0.07,0,0,0.001,HUN,547.9876,0,0,onsw_connection,onsw,FALSE,7percent,FALSE,
148,IRL_onsw,wind,1041,38,0,25,0.07,0,0,0.001,IRL,338.8948,0,0,onsw_connection,onsw,FALSE,7percent,FALSE,
149,ITA_onsw,wind,1041,45,0,25,0.07,0,0,0.001,ITA,935.8255,0,0,onsw_connection,onsw,FALSE,7percent,FALSE,
150,LTU_onsw,wind,1041,45,0,25,0.07,0,0,0.001,LTU,355.7573,0,0,onsw_connection,onsw,FALSE,7percent,FALSE,
151,LUX_onsw,wind,1041,45,0,25,0.07,0,0,0.001,LUX,11.8035,0,0,onsw_connection,onsw,FALSE,7percent,FALSE,
152,LVA_onsw,wind,1041,45,0,25,0.07,0,0,0.001,LVA,397.8007,0,0,onsw_connection,onsw,FALSE,7percent,FALSE,
153,MKD_onsw,wind,1041,38,0,25,0.07,0,0,0.001,MKD,115.777,0,0,onsw_connection,onsw,FALSE,7percent,FALSE,
154,MNE_onsw,wind,1041,38,0,25,0.07,0,0,0.001,MNE,48.4932,0,0,onsw_connection,onsw,FALSE,7percent,FALSE,
155,NLD_onsw,wind,1041,45,0,25,0.07,0,0,0.001,NLD,81.7761,0,0,onsw_connection,onsw,FALSE,7percent,FALSE,
156,NOR_onsw,wind,1041,45,0,25,0.07,0,0,0.001,NOR,1951.1056,0,0,onsw_connection,onsw,FALSE,7percent,FALSE,
157,POL_onsw,wind,1041,45,0,25,0.07,0,0,0.001,POL,1699.4941,0,0,onsw_connection,onsw,FALSE,7percent,FALSE,
158,PRT_onsw,wind,1041,45,0,25,0.07,0,0,0.001,PRT,368.221,0,0,onsw_connection,onsw,FALSE,7percent,FALSE,
159,ROU_onsw,wind,1041,38,0,25,0.07,0,0,0.001,ROU,1288.1147,0,0,onsw_connection,onsw,FALSE,7percent,FALSE,
160,SRB_onsw,wind,1041,38,0,25,0.07,0,0,0.001,SRB,351.1306,0,0,onsw_connection,onsw,FALSE,7percent,FALSE,
161,SVK_onsw,wind,1041,45,0,25,0.07,0,0,0.001,SVK,246.9879,0,0,onsw_connection,onsw,FALSE,7percent,FALSE,
162,SVN_onsw,wind,1041,45,0,25,0.07,0,0,0.001,SVN,61.2107,0,0,onsw_connection,onsw,FALSE,7percent,FALSE,
163,SWE_onsw,wind,1041,45,0,25,0.07,0,0,0.001,SWE,3076.9997,0,0,onsw_connection,onsw,FALSE,7percent,FALSE,
164,ALB_biogas,biogas,4050.51,162.02,0.06,20,0.07,0,2.44,0.5,ALB,25,0,0,other_connections,biogas,TRUE,7percent,FALSE,
165,AUT_biogas,biogas,4050.51,162.02,0.06,20,0.07,0,2.44,0.5,AUT,25,0,0,other_connections,biogas,TRUE,7percent,FALSE,
166,BEL_biogas,biogas,4050.51,162.02,0.06,20,0.07,0,2.44,0.5,BEL,25,0,0,other_connections,biogas,TRUE,7percent,FALSE,
167,BGR_biogas,biogas,4050.51,162.02,0.06,20,0.07,0,2.44,0.5,BGR,25,0,0,other_connections,biogas,TRUE,7percent,FALSE,
168,BIH_biogas,biogas,4050.51,162.02,0.06,20,0.07,0,2.44,0.5,BIH,25,0,0,other_connections,biogas,TRUE,7percent,FALSE,
169,CHE_biogas,biogas,4050.51,162.02,0.06,20,0.07,0,2.44,0.5,CHE,25,0,0,other_connections,biogas,TRUE,7percent,FALSE,
170,CYP_biogas,biogas,4050.51,162.02,0.06,20,0.07,0,2.44,0.5,CYP,25,0,0,other_connections,biogas,TRUE,7percent,FALSE,
171,CZE_biogas,biogas,4050.51,162.02,0.06,20,0.07,0,2.44,0.5,CZE,25,0,0,other_connections,biogas,TRUE,7percent,FALSE,
172,DEU_biogas,biogas,4050.51,162.02,0.06,20,0.07,0,2.44,0.5,DEU,25,0,0,other_connections,biogas,TRUE,7percent,FALSE,
173,DNK_biogas,biogas,4050.51,162.02,0.06,20,0.07,0,2.44,0.5,DNK,25,0,0,other_connections,biogas,TRUE,7percent,FALSE,
