id,name,fuel,capex,fom,vom,lifetime,discount_rate,heat_rate_base,heat_rate_incr,unit_size,node,max_build,min_build,initial_capacity,line,unit_type,is_flexible,scenarios,near_optimum,range_group
175,ESP_biomass,biomass,4766.57,190.66,4,20,0.05,0,3.45,0.5,ESP,0,0,0,other_connections,biomass,TRUE,"base,zerocarbon",FALSE,
176,EST_biomass,biomass,4766.57,190.66,4,20,0.064,0,3.45,0.5,EST,0,0,0,other_connections,biomass,TRUE,"base,zerocarbon",FALSE,
177,FIN_biomass,biomass,4766.57,190.66,4,20,0.05,0,3.45,0.5,FIN,0,0,0,other_connections,biomass,TRUE,"base,zerocarbon",FALSE,
178,FRA_biomass,biomass,4766.57,190.66,4,20,0.05,0,3.45,0.5,FRA,0,0,0,other_connections,biomass,TRUE,"base,zerocarbon",FALSE,
179,GBR_biomass,biomass,4766.57,190.66,4,20,0.05,0,3.45,0.5,GBR,0,0,0,other_connections,biomass,TRUE,"base,zerocarbon",FALSE,
180,GRC_biomass,biomass,4766.57,190.66,4,20,0.05,0,3.45,0.5,GRC,0,0,0,other_connections,biomass,TRUE,"base,zerocarbon",FALSE,
181,HRV_biomass,biomass,4766.57,190.66,4,20,0.075,0,3.45,0.5,HRV,0,0,0,other_connections,biomass,TRUE,"base,zerocarbon",FALSE,
182,HUN_biomass,biomass,4766.57,190.66,4,20,0.052,0,3.45,0.5,HUN,0,0,0,other_connections,biomass,TRUE,"base,zerocarbon",FALSE,
183,IRL_biomass,biomass,4766.57,190.66,4,20,0.05,0,3.45,0.5,IRL,0,0,0,other_connections,biomass,TRUE,"base,zerocarbon",FALSE,
184,ITA_biomass,biomass,4766.57,190.66,4,20,0.05,0,3.45,0.5,ITA,0,0,0,other_connections,biomass,TRUE,"base,zerocarbon",FALSE,
185,LTU_biomass,biomass,4766.57,190.66,4,20,0.05,0,3.45,0.5,LTU,0,0,0,other_connections,biomass,TRUE,"base,zerocarbon",FALSE,
186,LUX_biomass,biomass,4766.57,190.66,4,20,0.05,0,3.45,0.5,LUX,0,0,0,other_connections,biomass,TRUE,"base,zerocarbon",FALSE,
187,LVA_biomass,biomass,4766.57,190.66,4,20,0.07,0,3.45,0.5,LVA,0,0,0,other_connections,biomass,TRUE,"base,zerocarbon",FALSE,
188,MKD_biomass,biomass,4766.57,190.66,4,20,0.075,0,3.45,0.5,MKD,0,0,0,other_connections,biomass,TRUE,"base,zerocarbon",FALSE,
189,MNE_biomass,biomass,4766.57,190.66,4,20,0.075,0,3.45,0.5,MNE,0,0,0,other_connections,biomass,TRUE,"base,zerocarbon",FALSE,
190,NLD_biomass,biomass,4766.57,190.66,4,20,0.05,0,3.45,0.5,NLD,0,0,0,other_connections,biomass,TRUE,"base,zerocarbon",FALSE,
191,NOR_biomass,biomass,4766.57,190.66,4,20,0.056,0,3.45,0.5,NOR,0,0,0,other_connections,biomass,TRUE,"base,zerocarbon",FALSE,
192,POL_biomass,biomass,4766.57,190.66,4,20,0.05,0,3.45,0.5,POL,0,0,0,other_connections,biomass,TRUE,"base,zerocarbon",FALSE,
193,PRT_biomass,biomass,4766.57,190.66,4,20,0.05,0,3.45,0.5,PRT,0,0,0,other_connections,biomass,TRUE,"base,zerocarbon",FALSE,
194,ROU_biomass,biomass,4766.57,190.66,4,20,0.075,0,3.45,0.5,ROU,0,0,0,other_connections,biomass,TRUE,"base,zerocarbon",FALSE,
195,SRB_biomass,biomass,4766.57,190.66,4,20,0.075,0,3.45,0.5,SRB,0,0,0,other_connections,biomass,TRUE,"base,zerocarbon",FALSE,
196,SVK_biomass,biomass,4766.57,190.66,4,20,0.051,0,3.45,0.5,SVK,0,0,0,other_connections,biomass,TRUE,"base,zerocarbon",FALSE,
197,SVN_biomass,biomass,4766.57,190.66,4,20,0.056,0,3.45,0.5,SVN,0,0,0,other_connections,biomass,TRUE,"base,zerocarbon",FALSE,
198,SWE_biomass,biomass,4766.57,190.66,4,20,0.05,0,3.45,0.5,SWE,0,0,0,other_connections,biomass,TRUE,"base,zerocarbon",FALSE,
199,ALB_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,ALB,250,0,0,other_connections,ccgt,TRUE,base,FALSE,
200,AUT_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,AUT,250,0,0,other_connections,ccgt,TRUE,"test,base",FALSE,
201,BEL_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,BEL,250,0,0,other_connections,ccgt,TRUE,base,FALSE,
202,BGR_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,BGR,250,0,0,other_connections,ccgt,TRUE,base,FALSE,
203,BIH_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,BIH,250,0,0,other_connections,ccgt,TRUE,base,FALSE,
204,CHE_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,CHE,250,0,0,other_connections,ccgt,TRUE,"test,base",FALSE,
205,CYP_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,CYP,250,0,0,other_connections,ccgt,TRUE,base,FALSE,
206,CZE_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,CZE,250,0,0,other_connections,ccgt,TRUE,base,FALSE,
207,DEU_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,DEU,250,0,0,other_connections,ccgt,TRUE,"test,base",FALSE,
208,DNK_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,DNK,250,0,0,other_connections,ccgt,TRUE,base,FALSE,
209,ESP_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,ESP,250,0,0,other_connections,ccgt,TRUE,base,FALSE,
210,EST_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,EST,250,0,0,other_connections,ccgt,TRUE,base,FALSE,
211,FIN_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,FIN,250,0,0,other_connections,ccgt,TRUE,base,FALSE,
212,FRA_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,FRA,250,0,0,other_connections,ccgt,TRUE,base,FALSE,
213,GBR_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,GBR,250,0,0,other_connections,ccgt,TRUE,base,FALSE,
214,GRC_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,GRC,250,0,0,other_connections,ccgt,TRUE,base,FALSE,
215,HRV_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,HRV,250,0,0,other_connections,ccgt,TRUE,base,FALSE,
216,HUN_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,HUN,250,0,0,other_connections,ccgt,TRUE,base,FALSE,
217,IRL_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,IRL,250,0,0,other_connections,ccgt,TRUE,base,FALSE,
218,ITA_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,ITA,250,0,0,other_connections,ccgt,TRUE,base,FALSE,
219,LTU_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,LTU,250,0,0,other_connections,ccgt,TRUE,base,FALSE,
220,LUX_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,LUX,250,0,0,other_connections,ccgt,TRUE,base,FALSE,
221,LVA_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,LVA,250,0,0,other_connections,ccgt,TRUE,base,FALSE,
222,MKD_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,MKD,250,0,0,other_connections,ccgt,TRUE,base,FALSE,
223,MNE_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,MNE,250,0,0,other_connections,ccgt,TRUE,base,FALSE,
224,NLD_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,NLD,250,0,0,other_connections,ccgt,TRUE,base,FALSE,
225,NOR_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,NOR,250,0,0,other_connections,ccgt,TRUE,base,FALSE,
226,POL_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,POL,250,0,0,other_connections,ccgt,TRUE,base,FALSE,
227,PRT_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,PRT,250,0,0,other_connections,ccgt,TRUE,base,FALSE,
228,ROU_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,ROU,250,0,0,other_connections,ccgt,TRUE,base,FALSE,
229,SRB_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,SRB,250,0,0,other_connections,ccgt,TRUE,base,FALSE,
230,SVK_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,SVK,250,0,0,other_connections,ccgt,TRUE,base,FALSE,
231,SVN_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,SVN,250,0,0,other_connections,ccgt,TRUE,base,FALSE,
232,SWE_ccgt,gas,987.5,17.75,3.88,25,0.07,0,1.72,0.5,SWE,250,0,0,other_connections,ccgt,TRUE,base,FALSE,
233,BEL_nuclear,nuclear,7349.6,176.75,0,50,0.04,0,3.03,1,BEL,250,0,0,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
234,BGR_nuclear,nuclear,7349.6,176.75,0,50,0.04,0,3.03,1,BGR,250,2,0,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
235,CHE_nuclear,nuclear,7349.6,176.75,0,50,0.04,0,3.03,1,CHE,250,0,0,other_connections,baseload,FALSE,"test,base,zerocarbon",FALSE,
236,CZE_nuclear,nuclear,7349.6,176.75,0,50,0.04,0,3.03,1,CZE,250,5.415,2.056,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
237,ESP_nuclear,nuclear,7349.6,176.75,0,50,0.04,0,3.03,1,ESP,250,0,0,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
238,EST_nuclear,nuclear,7349.6,176.75,0,50,0.04,0,3.03,1,EST,250,0,0,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
239,FIN_nuclear,nuclear,7349.6,176.75,0,50,0.04,0,3.03,1,FIN,250,0,1.634,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
240,FRA_nuclear,nuclear,7349.6,176.75,0,50,0.04,0,3.03,1,FRA,250,9.405,7.497,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
241,GBR_nuclear,nuclear,7349.6,176.75,0,50,0.04,0,3.03,1,GBR,250,5.149,0,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
242,HUN_nuclear,nuclear,7349.6,176.75,0,50,0.04,0,3.03,1,HUN,250,2.404,0,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
243,NLD_nuclear,nuclear,7349.6,176.75,0,50,0.04,0,3.03,1,NLD,250,0,0,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
244,NOR_nuclear,nuclear,7349.6,176.75,0,50,0.04,0,3.03,1,NOR,250,0,0,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
245,POL_nuclear,nuclear,7349.6,176.75,0,50,0.04,0,3.03,1,POL,250,3.135,0,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
246,ROU_nuclear,nuclear,7349.6,176.75,0,50,0.04,0,3.03,1,ROU,250,1.807,0.67,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
247,SVK_nuclear,nuclear,7349.6,176.75,0,50,0.04,0,3.03,1,SVK,250,1.14,0.922,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
248,SVN_nuclear,nuclear,7349.6,176.75,0,50,0.04,0,3.03,1,SVN,250,1.045,0,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
249,SWE_nuclear,nuclear,7349.6,176.75,0,50,0.04,0,3.03,1,SWE,250,0,0,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
250,BEL_nuclear_LTE,nuclear,786.15,16.12,0,20,0.04,0,3.03,1,BEL,1.96,0,0,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
251,BGR_nuclear_LTE,nuclear,786.15,16.12,0,20,0.04,0,3.03,1,BGR,1.87,0,0,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
252,CHE_nuclear_LTE,nuclear,786.15,16.12,0,20,0.04,0,3.03,1,CHE,1.15,0,0,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
253,CZE_nuclear_LTE,nuclear,786.15,16.12,0,20,0.04,0,3.03,1,CZE,1.8,0,0,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
254,ESP_nuclear_LTE,nuclear,786.15,16.12,0,20,0.04,0,3.03,1,ESP,6.67,0,0,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
255,EST_nuclear_LTE,nuclear,786.15,16.12,0,20,0.04,0,3.03,1,EST,0,0,0,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
256,FIN_nuclear_LTE,nuclear,786.15,16.12,0,20,0.04,0,3.03,1,FIN,1.31,0,0,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
257,FRA_nuclear_LTE,nuclear,786.15,16.12,0,20,0.04,0,3.03,1,FRA,49.49,0,0,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
258,GBR_nuclear_LTE,nuclear,786.15,16.12,0,20,0.04,0,3.03,1,GBR,5.88,0,0,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
259,HUN_nuclear_LTE,nuclear,786.15,16.12,0,20,0.04,0,3.03,1,HUN,1.82,0,0,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
260,NLD_nuclear_LTE,nuclear,786.15,16.12,0,20,0.04,0,3.03,1,NLD,0,0,0,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
261,NOR_nuclear_LTE,nuclear,786.15,16.12,0,20,0.04,0,3.03,1,NOR,0,0,0,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
262,POL_nuclear_LTE,nuclear,786.15,16.12,0,20,0.04,0,3.03,1,POL,0,0,0,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
263,ROU_nuclear_LTE,nuclear,786.15,16.12,0,20,0.04,0,3.03,1,ROU,0.635,0,0,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
264,SVK_nuclear_LTE,nuclear,786.15,16.12,0,20,0.04,0,3.03,1,SVK,1.35,0,0,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
265,SVN_nuclear_LTE,nuclear,786.15,16.12,0,20,0.04,0,3.03,1,SVN,0.654,0,0,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
266,SWE_nuclear_LTE,nuclear,786.15,16.12,0,20,0.04,0,3.03,1,SWE,6.466,0,0,other_connections,baseload,FALSE,"base,zerocarbon",FALSE,
267,HRV_geotherm,geothermal,4015,174.83,0,25,0.05,0,0,0.001,HRV,0,0,0.01,other_connections,geothermal,TRUE,"base,zerocarbon",FALSE,
268,FRA_geotherm,geothermal,4015,174.83,0,25,0.05,0,0,0.001,FRA,0,0,0.016,other_connections,geothermal,TRUE,"base,zerocarbon",FALSE,
269,DEU_geotherm,geothermal,4015,174.83,0,25,0.075,0,0,0.001,DEU,0,0,0.052,other_connections,geothermal,TRUE,"test,base,zerocarbon",FALSE,
270,ITA_geotherm,geothermal,4015,174.83,0,25,0.05,0,0,0.001,ITA,0,0,0.772,other_connections,geothermal,TRUE,"base,zerocarbon",FALSE,
271,PRT_geotherm,geothermal,4015,174.83,0,25,0.05,0,0,0.001,PRT,0,0,0.029,other_connections,geothermal,TRUE,"base,zerocarbon",FALSE,
