id,name,capex_p,capex_e,fom,vom,lifetime,discount_rate,node,charge_efficiency,discharge_efficiency,max_build_p,max_build_e,min_build_p,min_build_e,initial_cha_capacity,initial_discha_capacity,initial_energy_capacity,duration,chargeable,inflows,line,unit_type,scenarios,near_optimum,range_group
161,AT00_olphes,2282.12,0,87.21,0,30,0.059,AUT,0.9,0.9,0,0,0,0,5.533,5.608,1746.653,0,TRUE,TRUE,other_connections,olphes,"test,base,zerocarbon",FALSE,
162,BG00_olphes,2282.12,0,87.21,0,30,0.079,BGR,0.9,0.9,0,0,0,0,0.148,0.535,42.143,0,TRUE,TRUE,other_connections,olphes,"base,zerocarbon",FALSE,
163,BA00_olphes,2282.12,0,87.21,0,30,0.135,BIH,0.9,0.9,0,0,0,0,0.44,0.44,3.43,0,TRUE,TRUE,other_connections,olphes,"base,zerocarbon",FALSE,
164,CH00_olphes,2282.12,0,87.21,0,30,0.059,CHE,0.9,0.9,0,0,0,0,1.89,2.46,1194,0,TRUE,TRUE,other_connections,olphes,"test,base,zerocarbon",FALSE,
165,CZ00_olphes,2282.12,0,87.21,0,30,0.064,CZE,0.9,0.9,0,0,0,0,0.599,0.654,2.945,0,TRUE,TRUE,other_connections,olphes,"base,zerocarbon",FALSE,
166,DE00_olphes,2282.12,0,87.21,0,30,0.039,DEU,0.9,0.9,0,0,0,0,1.861,2.144,438.159,0,TRUE,TRUE,other_connections,olphes,"test,base,zerocarbon",FALSE,
167,ES00_olphes,2282.12,0,87.21,0,30,0.071,ESP,0.9,0.9,0,0,0,0,3.964,4.223,5763.86,0,TRUE,TRUE,other_connections,olphes,"base,zerocarbon",FALSE,
168,FR00_olphes,2282.12,0,87.21,0,30,0.06,FRA,0.9,0.9,0,0,0,0,1.85,1.85,90,0,TRUE,TRUE,other_connections,olphes,"base,zerocarbon",FALSE,
169,GR00_olphes,2282.12,0,87.21,0,30,0.082,GRC,0.9,0.9,0,0,0,0,0.735,0.699,4.5,0,TRUE,TRUE,other_connections,olphes,"base,zerocarbon",FALSE,
170,HR00_olphes,2282.12,0,87.21,0,30,0.078,HRV,0.9,0.9,0,0,0,0,0.247,0.281,18.3,0,TRUE,TRUE,other_connections,olphes,"base,zerocarbon",FALSE,
171,ITCS_olphes,2282.12,0,87.21,0,30,0.078,ITA,0.9,0.9,0,0,0,0,0.333,0.763,94.99,0,TRUE,TRUE,other_connections,olphes,"base,zerocarbon",FALSE,
172,ITN1_olphes,2282.12,0,87.21,0,30,0.078,ITA,0.9,0.9,0,0,0,0,1.751,2.775,194,0,TRUE,TRUE,other_connections,olphes,"base,zerocarbon",FALSE,
173,ITSI_olphes,2282.12,0,87.21,0,30,0.078,ITA,0.9,0.9,0,0,0,0,0.058,0.08,10,0,TRUE,TRUE,other_connections,olphes,"base,zerocarbon",FALSE,
174,NOM1_olphes,2282.12,0,87.21,0,30,0.056,NOR,0.9,0.9,0,0,0,0,0.076,0.06,369.054,0,TRUE,TRUE,other_connections,olphes,"base,zerocarbon",FALSE,
175,NON1_olphes,2282.12,0,87.21,0,30,0.056,NOR,0.9,0.9,0,0,0,0,0.002,0.002,3.126,0,TRUE,TRUE,other_connections,olphes,"base,zerocarbon",FALSE,
176,NOS0_olphes,2282.12,0,87.21,0,30,0.056,NOR,0.9,0.9,0,0,0,0,0.682,0.65,15080.602,0,TRUE,TRUE,other_connections,olphes,"base,zerocarbon",FALSE,
177,PL00_olphes,2282.12,0,87.21,0,30,0.066,POL,0.9,0.9,0,0,0,0,0.172,0.216,1.31,0,TRUE,TRUE,other_connections,olphes,"base,zerocarbon",FALSE,
178,PT00_olphes,2282.12,0,87.21,0,30,0.069,PRT,0.9,0.9,0,0,0,0,3.586,3.839,2017.9,0,TRUE,TRUE,other_connections,olphes,"base,zerocarbon",FALSE,
179,RO00_olphes,2282.12,0,87.21,0,30,0.083,ROU,0.9,0.9,0,0,0,0,0.092,0.81,1032.8,0,TRUE,TRUE,other_connections,olphes,"base,zerocarbon",FALSE,
180,SK00_olphes,2282.12,0,87.21,0,30,0.065,SVK,0.9,0.9,0,0,0,0,0.178,0.276,48.063,0,TRUE,TRUE,other_connections,olphes,"base,zerocarbon",FALSE,
