techs,0
ac_ohl_mountain_transmission,0.9927630138315595
ac_ohl_transmission,0.9903340185839683
battery,0.9273
biogas_to_electricity_supply,1.0
ccgt,0.53
dc_ohl_transmission,1.0
dc_subsea_transmission,1.0
dc_underground_transmission,1.0
demand_elec,
hydro_reservoir,
hydro_run_of_river,
hydrogen_electricity_storage,0.6325
hydrogen_storage,0.81
nuclear,0.4
open_field_pv,
pumped_hydro,0.8832
roof_mounted_pv,
wind_offshore,
wind_onshore_competing,
wind_onshore_monopoly,
