techs,0
ac_ohl_mountain_transmission,60.0
ac_ohl_transmission,60.0
battery,10.0
biogas_to_electricity_supply,20.0
ccgt,25.0
dc_ohl_transmission,60.0
dc_subsea_transmission,60.0
dc_underground_transmission,60.0
demand_elec,
hydro_reservoir,60.0
hydro_run_of_river,60.0
hydrogen_electricity_storage,15.0
hydrogen_storage,30.0
nuclear,50.0
open_field_pv,25.0
pumped_hydro,55.0
roof_mounted_pv,25.0
wind_offshore,30.0
wind_onshore_competing,25.0
wind_onshore_monopoly,25.0
